Candidate,Poll_Percent,Wikipedia_Traffic,Date,,
Cory Booker,4.0,6641.0,62.0,,
Pete Buttigieg,1.0,8005.0,62.0,,
Julian Castro,1.0,1908.0,62.0,,
Tulsi Gabbard,1.0,7801.0,62.0,,
Kamala Harris,9.0,13573.0,62.0,,
Beto O'Rourke,7.0,11362.0,62.0,,
Elizabeth Warren,5.0,11130.0,62.0,,
Cory Booker,3.0,6641.0,62.0,,
Julian Castro,1.0,1908.0,62.0,,
Tulsi Gabbard,1.0,7801.0,62.0,,
Pete Buttigieg,.0,8005.0,62.0,,
Kamala Harris,9.0,11260.0,61.0,,
Elizabeth Warren,5.2,4174.0,61.0,,
Cory Booker,5.9,4253.0,61.0,,
Beto O'Rourke,5.0,11013.0,61.0,,
Pete Buttigieg,.4,8287.0,61.0,,
Tulsi Gabbard,1.5,9800.0,61.0,,
Julian Castro,.2,2001.0,61.0,,
Kamala Harris,10.0,19217.0,57.0,,
Elizabeth Warren,7.0,6251.0,57.0,,
Beto O'Rourke,5.0,5217.0,57.0,,
Cory Booker,3.0,4795.0,57.0,,
Pete Buttigieg,1.0,4975.0,57.0,,
Tulsi Gabbard,1.0,7504.0,57.0,,
Kamala Harris,6.0,19217.0,57.0,,
Elizabeth Warren,2.0,6251.0,57.0,,
Cory Booker,2.0,4795.0,57.0,,
Pete Buttigieg,1.0,4975.0,57.0,,
Beto O'Rourke,1.0,5217.0,57.0,,
Tulsi Gabbard,1.0,7504.0,57.0,,
Andrew Yang,1.0,238.0,57.0,,
Kamala Harris,10.0,35444.0,55.0,,
Elizabeth Warren,7.0,5576.0,55.0,,
Beto O'Rourke,7.0,8741.0,55.0,,
Cory Booker,4.0,5946.0,55.0,,
Pete Buttigieg,1.0,6400.0,55.0,,
Julian Castro,1.0,2143.0,55.0,,
Tulsi Gabbard,1.0,8495.0,55.0,,
Kamala Harris,8.0,39539.0,54.0,,
Elizabeth Warren,5.0,6378.0,54.0,,
Cory Booker,4.0,5811.0,54.0,,
Beto O'Rourke,3.0,7036.0,54.0,,
Tulsi Gabbard,1.0,10047.0,54.0,,
Pete Buttigieg,.0,7018.0,54.0,,
Julian Castro,.0,3151.0,54.0,,
Cory Booker,4.9,7601.0,53.0,,
Kamala Harris,11.5,45193.0,53.0,,
Elizabeth Warren,8.7,7357.0,53.0,,
Beto O'Rourke,5.1,9383.0,53.0,,
Julian Castro,.1,2828.0,53.0,,
Tulsi Gabbard,.3,11856.0,53.0,,
Pete Buttigieg,.7,8124.0,53.0,,
Kamala Harris,10.0,41581.0,51.0,,
Cory Booker,5.0,15040.0,51.0,,
Elizabeth Warren,4.0,15793.0,51.0,,
Beto O'Rourke,4.0,15162.0,51.0,,
Tulsi Gabbard,.0,32191.0,51.0,,
Julian Castro,.0,4144.0,51.0,,
Kamala Harris,10.0,41581.0,51.0,,
Beto O'Rourke,6.0,15162.0,51.0,,
Elizabeth Warren,4.0,15793.0,51.0,,
Cory Booker,2.0,15040.0,51.0,,
Julian Castro,2.0,4144.0,51.0,,
Tulsi Gabbard,1.0,32191.0,51.0,,
Kamala Harris,12.0,28258.0,49.0,,
Beto O'Rourke,6.0,11344.0,49.0,,
Elizabeth Warren,5.0,6133.0,49.0,,
Cory Booker,4.0,9843.0,49.0,,
Kamala Harris,13.0,28258.0,49.0,,
Cory Booker,10.0,9843.0,49.0,,
Elizabeth Warren,9.0,6133.0,49.0,,
Beto O'Rourke,8.0,11344.0,49.0,,
Andrew Yang,1.0,184.0,49.0,,
Julian Castro,1.0,2284.0,49.0,,
Tulsi Gabbard,1.0,12086.0,49.0,,
Kamala Harris,35.0,28258.0,49.0,,
Cory Booker,28.0,9843.0,49.0,,
Elizabeth Warren,20.0,6133.0,49.0,,
Julian Castro,4.0,2284.0,49.0,,
Tulsi Gabbard,2.0,12086.0,49.0,,
Andrew Yang,1.0,184.0,49.0,,
Pete Buttigieg,1.0,7641.0,49.0,,
Kamala Harris,11.0,28080.0,48.0,,
Elizabeth Warren,8.0,6599.0,48.0,,
Beto O'Rourke,7.0,16986.0,48.0,,
Cory Booker,5.0,8704.0,48.0,,
Julian Castro,1.0,1957.0,48.0,,
Tulsi Gabbard,1.0,12633.0,48.0,,
Pete Buttigieg,.0,8276.0,48.0,,
Cory Booker,8.5,6659.0,47.0,,
Kamala Harris,14.9,24828.0,47.0,,
Elizabeth Warren,9.2,6065.0,47.0,,
Beto O'Rourke,3.9,18296.0,47.0,,
Julian Castro,.9,1845.0,47.0,,
Tulsi Gabbard,1.8,10771.0,47.0,,
Pete Buttigieg,.0,16688.0,47.0,,
Elizabeth Warren,9.0,6482.0,46.0,,
Cory Booker,3.0,6570.0,46.0,,
Kamala Harris,14.0,22202.0,46.0,,
Beto O'Rourke,6.0,20461.0,46.0,,
Julian Castro,1.0,2194.0,46.0,,
Kamala Harris,11.0,69362.0,42.0,,
Beto O'Rourke,7.0,25669.0,42.0,,
Elizabeth Warren,3.0,33716.0,42.0,,
Cory Booker,.0,13775.0,42.0,,
Julian Castro,.0,3723.0,42.0,,
Kamala Harris,26.0,69362.0,42.0,,
Beto O'Rourke,8.0,25669.0,42.0,,
Elizabeth Warren,7.0,33716.0,42.0,,
Cory Booker,3.0,13775.0,42.0,,
Julian Castro,2.0,3723.0,42.0,,
Tulsi Gabbard,1.0,17447.0,42.0,,
Pete Buttigieg,1.0,7984.0,42.0,,
Andrew Yang,.0,76.0,42.0,,
Kamala Harris,53.0,69362.0,42.0,,
Elizabeth Warren,23.0,33716.0,42.0,,
Cory Booker,7.0,13775.0,42.0,,
Julian Castro,6.0,3723.0,42.0,,
Tulsi Gabbard,4.0,17447.0,42.0,,
Pete Buttigieg,2.0,7984.0,42.0,,
Andrew Yang,1.0,76.0,42.0,,
Kamala Harris,8.0,31588.0,41.0,,
Beto O'Rourke,6.0,19293.0,41.0,,
Elizabeth Warren,5.0,79230.0,41.0,,
Cory Booker,3.0,15819.0,41.0,,
Julian Castro,1.0,8583.0,41.0,,
Tulsi Gabbard,.4,16476.0,41.0,,
Pete Buttigieg,.1,10791.0,41.0,,
Andrew Yang,.1,50.0,41.0,,
Kamala Harris,13.0,31588.0,41.0,,
Elizabeth Warren,8.0,79230.0,41.0,,
Beto O'Rourke,7.0,19293.0,41.0,,
Cory Booker,5.0,15819.0,41.0,,
Julian Castro,1.0,8583.0,41.0,,
Tulsi Gabbard,1.0,16476.0,41.0,,
Pete Buttigieg,.0,10791.0,41.0,,
Beto O'Rourke,6.0,7917.0,34.0,,
Cory Booker,4.0,37929.0,34.0,,
Elizabeth Warren,9.0,7008.0,34.0,,
Julian Castro,2.0,2873.0,34.0,,
Kamala Harris,14.0,52476.0,34.0,,
Pete Buttigieg,.0,10259.0,34.0,,
Tulsi Gabbard,1.0,42335.0,34.0,,
Elizabeth Warren,6.0,10369.0,33.0,,
Beto O'Rourke,5.0,7008.0,33.0,,
Cory Booker,5.0,110141.0,33.0,,
Kamala Harris,14.0,66490.0,33.0,,
Julian Castro,.0,4920.0,33.0,,
Tulsi Gabbard,1.0,18255.0,33.0,,
Pete Buttigieg,.0,6537.0,33.0,,
Kamala Harris,16.6,66490.0,33.0,,
Beto O'Rourke,3.5,7008.0,33.0,,
Elizabeth Warren,10.5,10369.0,33.0,,
Cory Booker,3.5,110141.0,33.0,,
Kamala Harris,12.8,66490.0,33.0,,
Beto O'Rourke,2.4,7008.0,33.0,,
Elizabeth Warren,8.7,10369.0,33.0,,
Cory Booker,3.8,110141.0,33.0,,
Kamala Harris,11.9,66490.0,33.0,,
Beto O'Rourke,1.9,7008.0,33.0,,
Elizabeth Warren,4.2,10369.0,33.0,,
Cory Booker,4.6,110141.0,33.0,,
Elizabeth Warren,10.6,10369.0,33.0,,
Kamala Harris,17.5,66490.0,33.0,,
Beto O'Rourke,6.1,7008.0,33.0,,
Julian Castro,1.5,4920.0,33.0,,
Cory Booker,3.6,110141.0,33.0,,
Andrew Yang,.0,75.0,33.0,,
Pete Buttigieg,.0,6537.0,33.0,,
Tulsi Gabbard,.0,18255.0,33.0,,
Elizabeth Warren,8.0,8019.0,27.0,,
Beto O'Rourke,7.0,6586.0,27.0,,
Cory Booker,4.0,3078.0,27.0,,
Kamala Harris,11.0,260497.0,27.0,,
Pete Buttigieg,.0,7576.0,27.0,,
Julian Castro,1.0,6781.0,27.0,,
Tulsi Gabbard,1.0,12577.0,27.0,,
Andrew Yang,1.0,48.0,27.0,,
Elizabeth Warren,6.0,8019.0,27.0,,
Beto O'Rourke,6.0,6586.0,27.0,,
Cory Booker,3.0,3078.0,27.0,,
Kamala Harris,10.0,260497.0,27.0,,
Julian Castro,1.0,6781.0,27.0,,
Tulsi Gabbard,.0,12577.0,27.0,,
Pete Buttigieg,.0,7576.0,27.0,,
Beto O'Rourke,7.0,6586.0,27.0,,
Cory Booker,3.0,3078.0,27.0,,
Elizabeth Warren,9.0,8019.0,27.0,,
Julian Castro,2.0,6781.0,27.0,,
Kamala Harris,11.0,260497.0,27.0,,
Tulsi Gabbard,.0,12577.0,27.0,,
Kamala Harris,8.0,163271.0,24.0,,
Beto O'Rourke,3.0,7214.0,24.0,,
Elizabeth Warren,2.0,8262.0,24.0,,
Cory Booker,1.0,3570.0,24.0,,
Julian Castro,.0,4058.0,24.0,,
Elizabeth Warren,6.0,13268.0,22.0,,
Beto O'Rourke,6.0,10993.0,22.0,,
Cory Booker,4.0,9677.0,22.0,,
Kamala Harris,9.0,484659.0,22.0,,
Julian Castro,2.0,9218.0,22.0,,
Tulsi Gabbard,1.0,33669.0,22.0,,
Cory Booker,7.7,10898.0,21.0,,
Julian Castro,8.0,11796.0,21.0,,
Tulsi Gabbard,2.3,42336.0,21.0,,
Kamala Harris,2.6,607080.0,21.0,,
Beto O'Rourke,3.2,13056.0,21.0,,
Elizabeth Warren,2.9,18222.0,21.0,,
Julian Castro,12.0,11796.0,21.0,,
Tulsi Gabbard,2.7,42336.0,21.0,,
Kamala Harris,18.9,607080.0,21.0,,
Elizabeth Warren,42.9,18222.0,21.0,,
Elizabeth Warren,9.0,15806.0,20.0,,
Kamala Harris,6.0,13575.0,20.0,,
Beto O'Rourke,6.0,9492.0,20.0,,
Cory Booker,1.0,3185.0,20.0,,
Tulsi Gabbard,.0,33520.0,20.0,,
Julian Castro,.0,5350.0,20.0,,
Elizabeth Warren,5.0,15806.0,20.0,,
Kamala Harris,5.0,13575.0,20.0,,
Beto O'Rourke,4.0,9492.0,20.0,,
Cory Booker,3.0,3185.0,20.0,,
Julian Castro,1.0,5350.0,20.0,,
Tulsi Gabbard,.0,33520.0,20.0,,
Beto O'Rourke,8.0,9492.0,20.0,,
Cory Booker,3.0,3185.0,20.0,,
Elizabeth Warren,11.0,15806.0,20.0,,
Julian Castro,2.0,5350.0,20.0,,
Kamala Harris,6.0,13575.0,20.0,,
Beto O'Rourke,9.0,14982.0,16.0,,
Elizabeth Warren,5.0,8678.0,16.0,,
Kamala Harris,4.0,31179.0,16.0,,
Cory Booker,2.0,5258.0,16.0,,
Julian Castro,2.0,13677.0,16.0,,
Tulsi Gabbard,1.0,26772.0,16.0,,
Beto O'Rourke,8.0,14982.0,16.0,,
Kamala Harris,7.0,31179.0,16.0,,
Elizabeth Warren,4.0,8678.0,16.0,,
Cory Booker,3.0,5258.0,16.0,,
Tulsi Gabbard,2.0,26772.0,16.0,,
Julian Castro,1.0,13677.0,16.0,,
Elizabeth Warren,9.0,21779.0,14.0,,
Beto O'Rourke,8.0,10699.0,14.0,,
Cory Booker,2.0,3099.0,14.0,,
Kamala Harris,6.0,25399.0,14.0,,
Julian Castro,.0,24911.0,14.0,,
Beto O'Rourke,8.0,15325.0,13.0,,
Cory Booker,3.0,2849.0,13.0,,
Elizabeth Warren,11.0,9621.0,13.0,,
Julian Castro,2.0,75089.0,13.0,,
Kamala Harris,7.0,39178.0,13.0,,
Elizabeth Warren,4.0,31953.0,6.0,,
Beto O'Rourke,7.0,11103.0,6.0,,
Cory Booker,3.0,2396.0,6.0,,
Kamala Harris,3.0,9421.0,6.0,,
Julian Castro,.0,9442.0,6.0,,
Elizabeth Warren,11.0,80130.0,3.0,,
Beto O'Rourke,9.0,19172.0,3.0,,
Kamala Harris,4.0,14868.0,3.0,,
Cory Booker,3.0,3470.0,3.0,,
Julian Castro,.0,3146.0,3.0,,
