Candidate,Poll_Percent,Wikipedia_Traffic,Date,,
Elizabeth Warren,20.0,11600.0,171.0,,
Pete Buttigieg,17.0,9619.0,171.0,,
Kamala Harris,4.0,10941.0,171.0,,
Cory Booker,5.0,12420.0,171.0,,
Beto O'Rourke,1.0,4454.0,171.0,,
Andrew Yang,1.0,6954.0,171.0,,
Tulsi Gabbard,1.0,5496.0,171.0,,
Julian Castro,1.0,1826.0,171.0,,
Elizabeth Warren,21.0,11600.0,171.0,,
Pete Buttigieg,14.0,9619.0,171.0,,
Kamala Harris,3.0,10941.0,171.0,,
Cory Booker,.0,12420.0,171.0,,
Beto O'Rourke,4.0,4454.0,171.0,,
Andrew Yang,1.0,6954.0,171.0,,
Tulsi Gabbard,1.0,5496.0,171.0,,
Julian Castro,.0,1826.0,171.0,,
Elizabeth Warren,15.0,11600.0,171.0,,
Pete Buttigieg,11.0,9619.0,171.0,,
Kamala Harris,9.0,10941.0,171.0,,
Cory Booker,5.0,12420.0,171.0,,
Beto O'Rourke,5.0,4454.0,171.0,,
Andrew Yang,2.0,6954.0,171.0,,
Tulsi Gabbard,.0,5496.0,171.0,,
Julian Castro,.0,1826.0,171.0,,
Cory Booker,2.0,3007.0,169.0,,
Pete Buttigieg,9.0,13323.0,169.0,,
Julian Castro,1.0,1876.0,169.0,,
Tulsi Gabbard,1.0,5389.0,169.0,,
Kamala Harris,7.0,6074.0,169.0,,
Beto O'Rourke,4.0,5104.0,169.0,,
Elizabeth Warren,14.0,9594.0,169.0,,
Andrew Yang,1.0,9225.0,169.0,,
Pete Buttigieg,15.0,17900.0,168.0,,
Elizabeth Warren,15.0,13505.0,168.0,,
Kamala Harris,7.0,6600.0,168.0,,
Beto O'Rourke,3.0,4212.0,168.0,,
Andrew Yang,3.0,6805.0,168.0,,
Cory Booker,2.0,3569.0,168.0,,
Julian Castro,1.0,1074.0,168.0,,
Tulsi Gabbard,.0,5931.0,168.0,,
Beto O'Rourke,1.0,4212.0,168.0,,
Kamala Harris,6.0,6600.0,168.0,,
Elizabeth Warren,12.0,13505.0,168.0,,
Cory Booker,1.0,3569.0,168.0,,
Julian Castro,.0,1074.0,168.0,,
Tulsi Gabbard,.0,5931.0,168.0,,
Pete Buttigieg,8.0,17900.0,168.0,,
Andrew Yang,.0,6805.0,168.0,,
Elizabeth Warren,15.0,13505.0,168.0,,
Kamala Harris,8.0,6600.0,168.0,,
Pete Buttigieg,5.0,17900.0,168.0,,
Beto O'Rourke,3.0,4212.0,168.0,,
Cory Booker,2.0,3569.0,168.0,,
Andrew Yang,2.0,6805.0,168.0,,
Tulsi Gabbard,1.0,5931.0,168.0,,
Julian Castro,.0,1074.0,168.0,,
Elizabeth Warren,11.0,10402.0,167.0,,
Pete Buttigieg,7.0,19587.0,167.0,,
Kamala Harris,7.0,7913.0,167.0,,
Beto O'Rourke,4.0,7138.0,167.0,,
Cory Booker,3.0,3944.0,167.0,,
Julian Castro,1.0,1737.0,167.0,,
Tulsi Gabbard,1.0,5979.0,167.0,,
Andrew Yang,1.0,8854.0,167.0,,
Elizabeth Warren,7.0,10245.0,166.0,,
Beto O'Rourke,6.0,5236.0,166.0,,
Kamala Harris,5.0,6153.0,166.0,,
Pete Buttigieg,4.0,9853.0,166.0,,
Cory Booker,3.0,3494.0,166.0,,
Julian Castro,2.0,2030.0,166.0,,
Andrew Yang,.0,8114.0,166.0,,
Tulsi Gabbard,.0,6373.0,166.0,,
Cory Booker,2.1,3494.0,166.0,,
Pete Buttigieg,9.4,9853.0,166.0,,
Julian Castro,1.3,2030.0,166.0,,
Tulsi Gabbard,.0,6373.0,166.0,,
Kamala Harris,8.3,6153.0,166.0,,
Beto O'Rourke,2.3,5236.0,166.0,,
Elizabeth Warren,9.6,10245.0,166.0,,
Andrew Yang,.5,8114.0,166.0,,
Elizabeth Warren,17.0,9512.0,165.0,,
Pete Buttigieg,11.0,11223.0,165.0,,
Kamala Harris,9.0,6680.0,165.0,,
Cory Booker,5.0,3402.0,165.0,,
Beto O'Rourke,4.0,7610.0,165.0,,
Andrew Yang,3.0,11264.0,165.0,,
Tulsi Gabbard,1.0,8066.0,165.0,,
Elizabeth Warren,10.0,8252.0,164.0,,
Kamala Harris,9.0,8589.0,164.0,,
Pete Buttigieg,8.0,10926.0,164.0,,
Beto O'Rourke,4.0,10265.0,164.0,,
Cory Booker,3.0,4296.0,164.0,,
Julian Castro,1.0,6584.0,164.0,,
Andrew Yang,1.0,7320.0,164.0,,
Tulsi Gabbard,.0,5331.0,164.0,,
Elizabeth Warren,9.0,8292.0,163.0,,
Pete Buttigieg,8.0,12433.0,163.0,,
Kamala Harris,8.0,9617.0,163.0,,
Beto O'Rourke,4.0,4090.0,163.0,,
Cory Booker,3.0,4252.0,163.0,,
Andrew Yang,2.0,6586.0,163.0,,
Julian Castro,1.0,1383.0,163.0,,
Tulsi Gabbard,1.0,5799.0,163.0,,
Elizabeth Warren,21.0,8292.0,163.0,,
Pete Buttigieg,11.0,12433.0,163.0,,
Kamala Harris,4.0,9617.0,163.0,,
Beto O'Rourke,3.0,4090.0,163.0,,
Andrew Yang,2.0,6586.0,163.0,,
Cory Booker,1.0,4252.0,163.0,,
Julian Castro,1.0,1383.0,163.0,,
Tulsi Gabbard,.0,5799.0,163.0,,
Elizabeth Warren,12.0,8292.0,163.0,,
Pete Buttigieg,11.0,12433.0,163.0,,
Kamala Harris,5.0,9617.0,163.0,,
Beto O'Rourke,4.0,4090.0,163.0,,
Cory Booker,3.0,4252.0,163.0,,
Tulsi Gabbard,1.0,5799.0,163.0,,
Julian Castro,.0,1383.0,163.0,,
Andrew Yang,.0,6586.0,163.0,,
Elizabeth Warren,17.0,8292.0,163.0,,
Pete Buttigieg,10.0,12433.0,163.0,,
Kamala Harris,7.0,9617.0,163.0,,
Beto O'Rourke,4.0,4090.0,163.0,,
Cory Booker,3.0,4252.0,163.0,,
Andrew Yang,1.0,6586.0,163.0,,
Tulsi Gabbard,.0,5799.0,163.0,,
Julian Castro,.0,1383.0,163.0,,
Elizabeth Warren,8.0,8292.0,163.0,,
Kamala Harris,7.0,9617.0,163.0,,
Pete Buttigieg,6.0,12433.0,163.0,,
Beto O'Rourke,4.0,4090.0,163.0,,
Cory Booker,4.0,4252.0,163.0,,
Andrew Yang,1.0,6586.0,163.0,,
Tulsi Gabbard,.0,5799.0,163.0,,
Julian Castro,.0,1383.0,163.0,,
Andrew Yang,2.0,7340.0,162.0,,
Beto O'Rourke,2.0,3981.0,162.0,,
Cory Booker,2.0,2782.0,162.0,,
Elizabeth Warren,10.0,8410.0,162.0,,
Julian Castro,.0,1051.0,162.0,,
Kamala Harris,6.0,8510.0,162.0,,
Pete Buttigieg,6.0,12725.0,162.0,,
Tulsi Gabbard,.0,7026.0,162.0,,
Elizabeth Warren,19.0,8410.0,162.0,,
Pete Buttigieg,7.0,12725.0,162.0,,
Kamala Harris,6.0,8510.0,162.0,,
Cory Booker,2.0,2782.0,162.0,,
Beto O'Rourke,2.0,3981.0,162.0,,
Andrew Yang,2.0,7340.0,162.0,,
Julian Castro,1.0,1051.0,162.0,,
Tulsi Gabbard,1.0,7026.0,162.0,,
Beto O'Rourke,3.0,4793.0,161.0,,
Kamala Harris,7.0,6684.0,161.0,,
Elizabeth Warren,15.0,10505.0,161.0,,
Cory Booker,1.0,3279.0,161.0,,
Julian Castro,.0,1118.0,161.0,,
Tulsi Gabbard,.0,6405.0,161.0,,
Pete Buttigieg,8.0,13175.0,161.0,,
Andrew Yang,1.0,9316.0,161.0,,
Elizabeth Warren,19.0,10505.0,161.0,,
Pete Buttigieg,14.0,13175.0,161.0,,
Kamala Harris,8.0,6684.0,161.0,,
Beto O'Rourke,3.0,4793.0,161.0,,
Andrew Yang,1.0,9316.0,161.0,,
Cory Booker,1.0,3279.0,161.0,,
Tulsi Gabbard,1.0,6405.0,161.0,,
Julian Castro,.0,1118.0,161.0,,
Elizabeth Warren,18.0,10505.0,161.0,,
Kamala Harris,13.4,6684.0,161.0,,
Pete Buttigieg,10.0,13175.0,161.0,,
Beto O'Rourke,3.2,4793.0,161.0,,
Cory Booker,1.1,3279.0,161.0,,
Andrew Yang,.9,9316.0,161.0,,
Julian Castro,.6,1118.0,161.0,,
Cory Booker,1.1,3088.0,160.0,,
Pete Buttigieg,8.4,16022.0,160.0,,
Julian Castro,.0,1131.0,160.0,,
Tulsi Gabbard,1.1,5902.0,160.0,,
Kamala Harris,4.6,7310.0,160.0,,
Beto O'Rourke,.5,7813.0,160.0,,
Elizabeth Warren,10.3,10079.0,160.0,,
Andrew Yang,.8,11642.0,160.0,,
Elizabeth Warren,11.0,10079.0,160.0,,
Pete Buttigieg,7.0,16022.0,160.0,,
Kamala Harris,7.0,7310.0,160.0,,
Beto O'Rourke,4.0,7813.0,160.0,,
Cory Booker,3.0,3088.0,160.0,,
Julian Castro,1.0,1131.0,160.0,,
Tulsi Gabbard,1.0,5902.0,160.0,,
Andrew Yang,1.0,11642.0,160.0,,
Beto O'Rourke,15.0,7813.0,160.0,,
Elizabeth Warren,14.0,10079.0,160.0,,
Pete Buttigieg,8.0,16022.0,160.0,,
Kamala Harris,5.0,7310.0,160.0,,
Julian Castro,3.0,1131.0,160.0,,
Tulsi Gabbard,3.0,5902.0,160.0,,
Cory Booker,1.0,3088.0,160.0,,
Andrew Yang,.0,11642.0,160.0,,
Elizabeth Warren,13.0,22625.0,157.0,,
Pete Buttigieg,11.0,9112.0,157.0,,
Kamala Harris,7.0,5502.0,157.0,,
Beto O'Rourke,3.0,4098.0,157.0,,
Cory Booker,2.0,3316.0,157.0,,
Julian Castro,2.0,1184.0,157.0,,
Andrew Yang,1.0,4228.0,157.0,,
Tulsi Gabbard,.0,5368.0,157.0,,
Cory Booker,1.0,3745.0,156.0,,
Pete Buttigieg,14.0,12147.0,156.0,,
Julian Castro,1.0,1213.0,156.0,,
Tulsi Gabbard,1.0,6357.0,156.0,,
Kamala Harris,7.0,5732.0,156.0,,
Beto O'Rourke,2.0,5072.0,156.0,,
Elizabeth Warren,15.0,7421.0,156.0,,
Andrew Yang,1.0,3916.0,156.0,,
Kamala Harris,6.0,5732.0,156.0,,
Elizabeth Warren,8.0,7421.0,156.0,,
Beto O'Rourke,4.0,5072.0,156.0,,
Cory Booker,2.0,3745.0,156.0,,
Julian Castro,.0,1213.0,156.0,,
Pete Buttigieg,5.0,12147.0,156.0,,
Tulsi Gabbard,1.0,6357.0,156.0,,
Andrew Yang,1.0,3916.0,156.0,,
Kamala Harris,6.0,5732.0,156.0,,
Elizabeth Warren,9.0,7421.0,156.0,,
Beto O'Rourke,3.0,5072.0,156.0,,
Cory Booker,2.0,3745.0,156.0,,
Julian Castro,1.0,1213.0,156.0,,
Pete Buttigieg,5.0,12147.0,156.0,,
Tulsi Gabbard,1.0,6357.0,156.0,,
Andrew Yang,1.0,3916.0,156.0,,
Beto O'Rourke,16.0,4012.0,155.0,,
Kamala Harris,4.0,10065.0,155.0,,
Elizabeth Warren,11.0,5773.0,155.0,,
Cory Booker,1.0,2588.0,155.0,,
Julian Castro,4.0,1473.0,155.0,,
Tulsi Gabbard,.0,5115.0,155.0,,
Pete Buttigieg,3.0,15310.0,155.0,,
Andrew Yang,1.0,4170.0,155.0,,
Elizabeth Warren,14.9,5312.0,154.0,,
Pete Buttigieg,8.3,12977.0,154.0,,
Kamala Harris,4.9,22413.0,154.0,,
Beto O'Rourke,3.0,4869.0,154.0,,
Cory Booker,.7,3229.0,154.0,,
Andrew Yang,1.1,4778.0,154.0,,
Tulsi Gabbard,.3,4627.0,154.0,,
Julian Castro,.0,987.0,154.0,,
Elizabeth Warren,16.0,5312.0,154.0,,
Pete Buttigieg,13.0,12977.0,154.0,,
Kamala Harris,12.0,22413.0,154.0,,
Beto O'Rourke,4.0,4869.0,154.0,,
Beto O'Rourke,27.0,4869.0,154.0,,
Elizabeth Warren,12.0,5312.0,154.0,,
Kamala Harris,8.0,22413.0,154.0,,
Pete Buttigieg,8.0,12977.0,154.0,,
Julian Castro,2.0,987.0,154.0,,
Cory Booker,1.0,3229.0,154.0,,
Andrew Yang,1.0,4778.0,154.0,,
Tulsi Gabbard,.0,4627.0,154.0,,
Elizabeth Warren,5.0,6822.0,153.0,,
Kamala Harris,4.0,22890.0,153.0,,
Pete Buttigieg,8.0,9108.0,153.0,,
Beto O'Rourke,4.0,10083.0,153.0,,
Cory Booker,3.0,4179.0,153.0,,
Andrew Yang,.0,5434.0,153.0,,
Julian Castro,.0,1362.0,153.0,,
Tulsi Gabbard,.0,5178.0,153.0,,
Elizabeth Warren,10.0,6822.0,153.0,,
Kamala Harris,7.0,22890.0,153.0,,
Pete Buttigieg,7.0,9108.0,153.0,,
Beto O'Rourke,4.0,10083.0,153.0,,
Cory Booker,3.0,4179.0,153.0,,
Julian Castro,1.0,1362.0,153.0,,
Tulsi Gabbard,1.0,5178.0,153.0,,
Andrew Yang,1.0,5434.0,153.0,,
Kamala Harris,8.0,6499.0,151.0,,
Elizabeth Warren,7.0,9149.0,151.0,,
Pete Buttigieg,5.0,10237.0,151.0,,
Beto O'Rourke,5.0,6633.0,151.0,,
Cory Booker,3.0,3806.0,151.0,,
Julian Castro,2.0,999.0,151.0,,
Tulsi Gabbard,1.0,4676.0,151.0,,
Andrew Yang,1.0,4757.0,151.0,,
Kamala Harris,17.2,6499.0,151.0,,
Elizabeth Warren,10.7,9149.0,151.0,,
Pete Buttigieg,9.3,10237.0,151.0,,
Beto O'Rourke,4.4,6633.0,151.0,,
Cory Booker,1.7,3806.0,151.0,,
Andrew Yang,.1,4757.0,151.0,,
Tulsi Gabbard,.1,4676.0,151.0,,
Julian Castro,.5,999.0,151.0,,
Kamala Harris,8.0,9120.0,150.0,,
Elizabeth Warren,5.0,9937.0,150.0,,
Pete Buttigieg,5.0,12493.0,150.0,,
Beto O'Rourke,4.0,9925.0,150.0,,
Cory Booker,3.0,3887.0,150.0,,
Andrew Yang,1.0,5984.0,150.0,,
Julian Castro,1.0,1038.0,150.0,,
Tulsi Gabbard,.0,5466.0,150.0,,
Elizabeth Warren,41.0,9937.0,150.0,,
Elizabeth Warren,40.0,9937.0,150.0,,
Kamala Harris,38.0,9120.0,150.0,,
Kamala Harris,37.0,9120.0,150.0,,
Elizabeth Warren,9.8,5261.0,149.0,,
Pete Buttigieg,5.6,12941.0,149.0,,
Kamala Harris,3.7,38495.0,149.0,,
Beto O'Rourke,1.9,13777.0,149.0,,
Cory Booker,1.5,2861.0,149.0,,
Andrew Yang,.4,6948.0,149.0,,
Julian Castro,2.4,1170.0,149.0,,
Tulsi Gabbard,1.1,7169.0,149.0,,
Elizabeth Warren,6.5,5261.0,149.0,,
Pete Buttigieg,5.7,12941.0,149.0,,
Kamala Harris,2.2,38495.0,149.0,,
Beto O'Rourke,3.6,13777.0,149.0,,
Cory Booker,1.5,2861.0,149.0,,
Andrew Yang,1.2,6948.0,149.0,,
Julian Castro,1.3,1170.0,149.0,,
Tulsi Gabbard,2.0,7169.0,149.0,,
Elizabeth Warren,8.1,5261.0,149.0,,
Pete Buttigieg,9.2,12941.0,149.0,,
Kamala Harris,6.8,38495.0,149.0,,
Beto O'Rourke,3.7,13777.0,149.0,,
Cory Booker,.8,2861.0,149.0,,
Andrew Yang,1.8,6948.0,149.0,,
Julian Castro,1.1,1170.0,149.0,,
Tulsi Gabbard,.9,7169.0,149.0,,
Elizabeth Warren,12.3,5261.0,149.0,,
Pete Buttigieg,6.0,12941.0,149.0,,
Kamala Harris,4.8,38495.0,149.0,,
Beto O'Rourke,2.1,13777.0,149.0,,
Cory Booker,2.7,2861.0,149.0,,
Andrew Yang,2.9,6948.0,149.0,,
Julian Castro,.3,1170.0,149.0,,
Tulsi Gabbard,1.4,7169.0,149.0,,
Elizabeth Warren,7.7,5261.0,149.0,,
Pete Buttigieg,8.5,12941.0,149.0,,
Kamala Harris,3.1,38495.0,149.0,,
Beto O'Rourke,2.2,13777.0,149.0,,
Cory Booker,2.4,2861.0,149.0,,
Andrew Yang,.8,6948.0,149.0,,
Julian Castro,1.1,1170.0,149.0,,
Tulsi Gabbard,.0,7169.0,149.0,,
Elizabeth Warren,12.2,5261.0,149.0,,
Pete Buttigieg,6.9,12941.0,149.0,,
Kamala Harris,3.8,38495.0,149.0,,
Beto O'Rourke,2.2,13777.0,149.0,,
Cory Booker,4.3,2861.0,149.0,,
Andrew Yang,.3,6948.0,149.0,,
Julian Castro,.5,1170.0,149.0,,
Tulsi Gabbard,.5,7169.0,149.0,,
Elizabeth Warren,13.5,5261.0,149.0,,
Pete Buttigieg,6.7,12941.0,149.0,,
Kamala Harris,7.3,38495.0,149.0,,
Beto O'Rourke,1.4,13777.0,149.0,,
Cory Booker,2.3,2861.0,149.0,,
Andrew Yang,.0,6948.0,149.0,,
Julian Castro,.7,1170.0,149.0,,
Tulsi Gabbard,.5,7169.0,149.0,,
Kamala Harris,15.0,8076.0,148.0,,
Pete Buttigieg,12.0,17507.0,148.0,,
Elizabeth Warren,12.0,6116.0,148.0,,
Beto O'Rourke,3.0,5111.0,148.0,,
Tulsi Gabbard,1.0,9241.0,148.0,,
Andrew Yang,1.0,5789.0,148.0,,
Julian Castro,1.0,1021.0,148.0,,
Cory Booker,1.0,3414.0,148.0,,
Elizabeth Warren,9.0,4246.0,146.0,,
Pete Buttigieg,7.0,29872.0,146.0,,
Kamala Harris,7.0,5671.0,146.0,,
Beto O'Rourke,4.0,7222.0,146.0,,
Cory Booker,3.0,2502.0,146.0,,
Julian Castro,1.0,992.0,146.0,,
Andrew Yang,1.0,3837.0,146.0,,
Tulsi Gabbard,1.0,6475.0,146.0,,
Cory Booker,3.0,2559.0,145.0,,
Pete Buttigieg,5.0,18951.0,145.0,,
Julian Castro,1.0,1276.0,145.0,,
Tulsi Gabbard,.0,7289.0,145.0,,
Kamala Harris,6.0,6214.0,145.0,,
Beto O'Rourke,3.0,4015.0,145.0,,
Elizabeth Warren,7.0,4548.0,145.0,,
Andrew Yang,1.0,7508.0,145.0,,
Elizabeth Warren,15.0,5870.0,144.0,,
Pete Buttigieg,10.0,25170.0,144.0,,
Elizabeth Warren,8.0,5870.0,144.0,,
Kamala Harris,7.0,9679.0,144.0,,
Pete Buttigieg,3.0,25170.0,144.0,,
Cory Booker,2.0,2585.0,144.0,,
Elizabeth Warren,29.0,4965.0,142.0,,
Pete Buttigieg,21.0,25203.0,142.0,,
Elizabeth Warren,11.0,4965.0,142.0,,
Pete Buttigieg,7.0,25203.0,142.0,,
Kamala Harris,7.0,6807.0,142.0,,
Beto O'Rourke,1.0,22946.0,142.0,,
Pete Buttigieg,5.0,34519.0,141.0,,
Elizabeth Warren,5.0,4903.0,141.0,,
Beto O'Rourke,5.0,5967.0,141.0,,
Kamala Harris,5.0,7809.0,141.0,,
Cory Booker,2.0,2619.0,141.0,,
Andrew Yang,1.0,4434.0,141.0,,
Julian Castro,1.0,1166.0,141.0,,
Tulsi Gabbard,.0,9717.0,141.0,,
Kamala Harris,20.0,7809.0,141.0,,
Pete Buttigieg,17.0,34519.0,141.0,,
Elizabeth Warren,19.0,4903.0,141.0,,
Elizabeth Warren,15.0,4903.0,141.0,,
Pete Buttigieg,9.0,34519.0,141.0,,
Kamala Harris,8.0,7809.0,141.0,,
Beto O'Rourke,4.0,5967.0,141.0,,
Cory Booker,2.0,2619.0,141.0,,
Andrew Yang,2.0,4434.0,141.0,,
Tulsi Gabbard,1.0,9717.0,141.0,,
Julian Castro,.0,1166.0,141.0,,
Beto O'Rourke,2.0,5339.0,140.0,,
Kamala Harris,8.0,11009.0,140.0,,
Elizabeth Warren,13.0,5357.0,140.0,,
Cory Booker,3.0,2654.0,140.0,,
Julian Castro,1.0,872.0,140.0,,
Tulsi Gabbard,1.0,11499.0,140.0,,
Pete Buttigieg,5.0,45858.0,140.0,,
Andrew Yang,1.0,4528.0,140.0,,
Kamala Harris,11.0,11009.0,140.0,,
Elizabeth Warren,10.0,5357.0,140.0,,
Pete Buttigieg,6.0,45858.0,140.0,,
Beto O'Rourke,4.0,5339.0,140.0,,
Cory Booker,1.0,2654.0,140.0,,
Julian Castro,1.0,872.0,140.0,,
Tulsi Gabbard,1.0,11499.0,140.0,,
Andrew Yang,1.0,4528.0,140.0,,
Beto O'Rourke,4.9,4975.0,139.0,,
Pete Buttigieg,8.8,33743.0,139.0,,
Elizabeth Warren,11.9,5623.0,139.0,,
Kamala Harris,6.7,7083.0,139.0,,
Julian Castro,1.8,876.0,139.0,,
Cory Booker,.9,4480.0,139.0,,
Andrew Yang,.5,4522.0,139.0,,
Tulsi Gabbard,.0,17248.0,139.0,,
Pete Buttigieg,14.0,33743.0,139.0,,
Elizabeth Warren,12.0,5623.0,139.0,,
Kamala Harris,10.0,7083.0,139.0,,
Beto O'Rourke,5.0,4975.0,139.0,,
Andrew Yang,2.0,4522.0,139.0,,
Cory Booker,1.0,4480.0,139.0,,
Tulsi Gabbard,1.0,17248.0,139.0,,
Julian Castro,.0,876.0,139.0,,
Elizabeth Warren,9.0,5623.0,139.0,,
Kamala Harris,8.0,7083.0,139.0,,
Pete Buttigieg,6.0,33743.0,139.0,,
Beto O'Rourke,4.0,4975.0,139.0,,
Cory Booker,3.0,4480.0,139.0,,
Julian Castro,1.0,876.0,139.0,,
Tulsi Gabbard,1.0,17248.0,139.0,,
Andrew Yang,1.0,4522.0,139.0,,
Pete Buttigieg,6.0,12929.0,138.0,,
Cory Booker,1.0,3011.0,138.0,,
Julian Castro,1.0,807.0,138.0,,
Tulsi Gabbard,.0,15329.0,138.0,,
Kamala Harris,6.0,6915.0,138.0,,
Beto O'Rourke,5.0,4559.0,138.0,,
Elizabeth Warren,8.0,5550.0,138.0,,
Andrew Yang,1.0,4882.0,138.0,,
Kamala Harris,10.0,11323.0,136.0,,
Pete Buttigieg,8.0,13551.0,136.0,,
Elizabeth Warren,8.0,7914.0,136.0,,
Cory Booker,4.0,5295.0,136.0,,
Elizabeth Warren,9.0,8443.0,134.0,,
Pete Buttigieg,6.0,23218.0,134.0,,
Kamala Harris,5.0,10617.0,134.0,,
Beto O'Rourke,4.0,19973.0,134.0,,
Cory Booker,3.0,5442.0,134.0,,
Julian Castro,2.0,1772.0,134.0,,
Tulsi Gabbard,1.0,51464.0,134.0,,
Andrew Yang,1.0,7397.0,134.0,,
Kamala Harris,6.0,10617.0,134.0,,
Elizabeth Warren,6.0,8443.0,134.0,,
Beto O'Rourke,6.0,19973.0,134.0,,
Cory Booker,2.0,5442.0,134.0,,
Julian Castro,1.0,1772.0,134.0,,
Pete Buttigieg,4.0,23218.0,134.0,,
Tulsi Gabbard,.0,51464.0,134.0,,
Andrew Yang,1.0,7397.0,134.0,,
Kamala Harris,7.0,10617.0,134.0,,
Elizabeth Warren,7.0,8443.0,134.0,,
Beto O'Rourke,6.0,19973.0,134.0,,
Cory Booker,2.0,5442.0,134.0,,
Julian Castro,1.0,1772.0,134.0,,
Pete Buttigieg,4.0,23218.0,134.0,,
Tulsi Gabbard,.0,51464.0,134.0,,
Andrew Yang,1.0,7397.0,134.0,,
Beto O'Rourke,2.0,19973.0,134.0,,
Kamala Harris,8.0,10617.0,134.0,,
Elizabeth Warren,8.0,8443.0,134.0,,
Cory Booker,5.0,5442.0,134.0,,
Julian Castro,.0,1772.0,134.0,,
Tulsi Gabbard,.0,51464.0,134.0,,
Pete Buttigieg,6.0,23218.0,134.0,,
Andrew Yang,.0,7397.0,134.0,,
Kamala Harris,10.4,18185.0,133.0,,
Pete Buttigieg,7.5,12327.0,133.0,,
Elizabeth Warren,9.7,5944.0,133.0,,
Beto O'Rourke,2.9,4715.0,133.0,,
Andrew Yang,1.1,5378.0,133.0,,
Cory Booker,.6,7152.0,133.0,,
Julian Castro,2.1,1579.0,133.0,,
Tulsi Gabbard,1.0,5857.0,133.0,,
Cory Booker,4.0,7152.0,133.0,,
Pete Buttigieg,5.0,12327.0,133.0,,
Julian Castro,1.0,1579.0,133.0,,
Tulsi Gabbard,.0,5857.0,133.0,,
Kamala Harris,6.0,18185.0,133.0,,
Beto O'Rourke,5.0,4715.0,133.0,,
Elizabeth Warren,8.0,5944.0,133.0,,
Andrew Yang,1.0,5378.0,133.0,,
Pete Buttigieg,13.0,17592.0,132.0,,
Elizabeth Warren,12.0,6986.0,132.0,,
Kamala Harris,11.0,26033.0,132.0,,
Beto O'Rourke,4.0,5929.0,132.0,,
Cory Booker,2.0,10649.0,132.0,,
Julian Castro,1.0,817.0,132.0,,
Tulsi Gabbard,1.0,4742.0,132.0,,
Andrew Yang,1.0,5325.0,132.0,,
Elizabeth Warren,8.0,6986.0,132.0,,
Kamala Harris,8.0,26033.0,132.0,,
Pete Buttigieg,6.0,17592.0,132.0,,
Beto O'Rourke,5.0,5929.0,132.0,,
Cory Booker,3.0,10649.0,132.0,,
Andrew Yang,1.0,5325.0,132.0,,
Julian Castro,1.0,817.0,132.0,,
Tulsi Gabbard,1.0,4742.0,132.0,,
Elizabeth Warren,7.0,6291.0,131.0,,
Kamala Harris,7.0,8952.0,131.0,,
Cory Booker,5.0,7869.0,131.0,,
Beto O'Rourke,5.0,5791.0,131.0,,
Pete Buttigieg,4.0,17599.0,131.0,,
Andrew Yang,2.0,5492.0,131.0,,
Julian Castro,1.0,1063.0,131.0,,
Tulsi Gabbard,.4,4887.0,131.0,,
Elizabeth Warren,9.0,5383.0,130.0,,
Pete Buttigieg,5.0,11855.0,130.0,,
Kamala Harris,4.0,11738.0,130.0,,
Cory Booker,3.0,4072.0,130.0,,
Beto O'Rourke,1.0,5740.0,130.0,,
Tulsi Gabbard,1.0,5709.0,130.0,,
Julian Castro,.0,1319.0,130.0,,
Andrew Yang,.0,8245.0,130.0,,
Kamala Harris,10.0,8467.0,129.0,,
Pete Buttigieg,8.0,12389.0,129.0,,
Elizabeth Warren,8.0,5494.0,129.0,,
Cory Booker,4.0,4676.0,129.0,,
Beto O'Rourke,2.0,5904.0,129.0,,
Andrew Yang,2.0,4786.0,129.0,,
Julian Castro,.0,1246.0,129.0,,
Tulsi Gabbard,.0,8206.0,129.0,,
Pete Buttigieg,7.0,12389.0,129.0,,
Kamala Harris,5.0,8467.0,129.0,,
Elizabeth Warren,6.0,5494.0,129.0,,
Beto O'Rourke,5.0,5904.0,129.0,,
Cory Booker,3.0,4676.0,129.0,,
Andrew Yang,2.0,4786.0,129.0,,
Julian Castro,1.0,1246.0,129.0,,
Tulsi Gabbard,1.0,8206.0,129.0,,
Elizabeth Warren,5.0,5798.0,128.0,,
Kamala Harris,5.0,8309.0,128.0,,
Pete Buttigieg,3.0,15645.0,128.0,,
Beto O'Rourke,1.0,5711.0,128.0,,
Cory Booker,1.0,4122.0,128.0,,
Pete Buttigieg,9.0,17254.0,127.0,,
Elizabeth Warren,8.0,6160.0,127.0,,
Kamala Harris,6.0,10161.0,127.0,,
Cory Booker,2.0,4657.0,127.0,,
Beto O'Rourke,2.0,5889.0,127.0,,
Andrew Yang,1.0,7555.0,127.0,,
Tulsi Gabbard,.0,6000.0,127.0,,
Julian Castro,.0,1451.0,127.0,,
Pete Buttigieg,12.0,18694.0,125.0,,
Elizabeth Warren,9.0,9119.0,125.0,,
Kamala Harris,8.0,16998.0,125.0,,
Beto O'Rourke,3.0,6269.0,125.0,,
Cory Booker,2.0,7237.0,125.0,,
Andrew Yang,2.0,6251.0,125.0,,
Tulsi Gabbard,1.0,5532.0,125.0,,
Julian Castro,.0,1423.0,125.0,,
Elizabeth Warren,8.0,9119.0,125.0,,
Kamala Harris,6.0,16998.0,125.0,,
Pete Buttigieg,5.0,18694.0,125.0,,
Beto O'Rourke,4.0,6269.0,125.0,,
Cory Booker,3.0,7237.0,125.0,,
Julian Castro,1.0,1423.0,125.0,,
